pincode,city_in,state,city_api,serviceable,fast_min,fast_max,std_min,std_max,error
110033,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110034,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110036,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110037,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110038,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110039,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110035,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110040,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110041,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110042,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110043,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110044,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110045,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110046,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110047,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110048,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110049,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110050,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110051,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110052,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110053,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110054,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110055,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110056,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110057,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110058,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110060,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110061,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110062,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110063,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110064,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110059,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110065,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110066,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110067,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110068,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110069,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110070,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110071,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110072,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110073,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110074,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110075,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110076,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110077,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110078,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110079,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110080,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110081,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110082,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110083,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110084,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110085,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110086,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110087,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110088,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110089,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110090,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110091,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110092,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110093,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110094,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110095,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110096,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110097,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110098,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110099,Delhi,Delhi (UT),Delhi,Yes,3,5,8,11,
110100,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110101,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110102,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110103,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110104,Delhi,Delhi (UT),Delhi,No,,,,,
110105,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110106,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110107,Delhi,Delhi (UT),Delhi,No,,,,,
110108,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110109,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110110,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110112,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110113,Delhi,Delhi (UT),Delhi,No,,,,,
110114,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110115,Delhi,Delhi (UT),Delhi,Yes,4,5,9,11,
110116,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110117,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110118,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110120,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110121,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110124,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110125,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110119,Delhi,Delhi (UT),Delhi,Yes,2,4,7,10,
110301,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110401,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110403,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110501,Delhi,Delhi (UT),Delhi,No,,,,,
110502,Delhi,Delhi (UT),Delhi,No,,,,,
110503,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110504,Delhi,Delhi (UT),Delhi,No,,,,,
110505,Delhi,Delhi (UT),Delhi,No,,,,,
110506,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110507,Delhi,Delhi (UT),Delhi,No,,,,,
110508,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110509,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110510,Delhi,Delhi (UT),Delhi,No,,,,,
110512,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110601,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110602,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110603,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110604,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110605,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110606,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110607,Delhi,Delhi (UT),Delhi,Yes,3,4,8,10,
110608,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
110609,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
111112,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
111120,Delhi,Delhi (UT),Delhi,Yes,2,3,7,9,
121000,Faridabad,Haryana,Faridabad,Yes,2,3,7,9,
121001,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121002,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121003,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121004,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121005,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121006,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121007,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121008,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121009,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121010,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121012,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121013,Faridabad,Haryana,Faridabad,Yes,3,5,8,11,
121014,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121015,Faridabad,Haryana,Faridabad,Yes,4,4,9,10,
121101,Faridabad,Haryana,Faridabad,Yes,3,4,8,10,
121102,Palwal,Haryana,Palwal,Yes,2,4,7,10,
121105,Palwal,Haryana,Palwal,Yes,2,4,7,10,
121106,Hodal,Haryana,Hodal,Yes,3,6,8,12,
121107,Hodal,Haryana,Hodal,Yes,3,6,8,12,
122000,Gurgaon,Haryana,Gurgaon,Yes,2,4,7,10,
122001,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122002,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122003,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122004,Gurgaon,Haryana,Gurgaon,Yes,2,4,7,10,
122005,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122006,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122007,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122008,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122009,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122010,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122011,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122012,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122013,Gurgaon,Haryana,Gurgaon,Yes,4,5,9,11,
122014,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122015,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122016,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122017,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122018,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122019,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122021,Gurgaon,Haryana,Gurgaon,Yes,2,4,7,10,
122022,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122050,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122051,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122052,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122055,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122098,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122100,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122101,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122102,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,11,
122103,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122104,Nuh,Haryana,Nuh,Yes,3,6,8,12,
122105,Nuh,Haryana,Nuh,Yes,2,4,7,10,
122107,Nuh,Haryana,Nuh,Yes,3,6,8,12,
122108,Nuh,Haryana,Nuh,Yes,2,4,7,10,
122203,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122204,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122206,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122207,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122208,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122210,Gurgaon,Haryana,Gurgaon,Yes,3,4,8,10,
122211,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122213,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122214,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122215,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122209,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122216,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122217,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122219,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122220,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122224,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122225,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122227,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122218,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122230,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122231,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122232,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122233,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
122413,Gurgaon,Haryana,Gurgaon,Yes,2,4,7,10,
122414,Pataudi,Haryana,Pataudi,Yes,3,5,8,11,
122502,Rewari,Haryana,Rewari,Yes,3,6,8,12,
122503,Pataudi,Haryana,Pataudi,Yes,2,4,7,10,
122504,Pataudi,Haryana,Pataudi,Yes,3,4,8,10,
122505,Gurgaon,Haryana,Gurgaon,Yes,2,4,7,10,
122506,Pataudi,Haryana,Pataudi,Yes,2,4,7,10,
122508,Hodal,Haryana,Hodal,Yes,3,6,8,12,
123001,Narnaul,Haryana,Narnaul,Yes,4,7,9,13,
123003,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
123021,Narnaul,Haryana,Narnaul,Yes,4,7,9,13,
123023,Narnaul,Haryana,Narnaul,Yes,3,6,8,12,
123024,Loharu,Haryana,Loharu,Yes,4,5,9,11,
123027,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123028,Narnaul,Haryana,Narnaul,Yes,4,5,9,11,
123029,Rewari,Haryana,Rewari,Yes,4,7,9,13,
123031,Mahendragarh-HR,Haryana,Mahendragarh-HR,Yes,3,6,8,12,
123034,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123035,Pataudi,Haryana,Pataudi,Yes,4,5,9,11,
123101,Rewari,Haryana,Rewari,Yes,4,6,9,12,
123102,Rewari,Haryana,Rewari,Yes,3,6,8,12,
123103,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123106,Dharuhera,Haryana,Dharuhera,Yes,2,4,7,10,
123110,Pataudi,Haryana,Pataudi,Yes,3,4,8,10,
123301,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123302,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123303,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123401,Rewari,Haryana,Rewari,Yes,3,4,8,10,
123411,Rewari,Haryana,Rewari,Yes,4,5,9,11,
123412,Rewari,Haryana,Rewari,Yes,3,6,8,12,
123501,Rewari,Haryana,Rewari,Yes,4,7,9,13,
123505,Gurgaon,Haryana,Gurgaon,Yes,2,3,7,9,
124001,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
124010,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
124021,Rohtak,Haryana,Rohtak,Yes,4,7,9,13,
124022,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
124101,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124102,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124103,Jhajjar,Haryana,Jhajjar,Yes,4,7,9,13,
124104,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124105,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124106,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,6,8,12,
124107,Jhajjar,Haryana,Jhajjar,Yes,4,7,9,13,
124108,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124109,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124111,Meham,Haryana,Meham,Yes,2,3,7,9,
124112,Meham,Haryana,Meham,Yes,4,5,9,11,
124113,Rohtak,Haryana,Rohtak,Yes,3,4,8,10,
124127,Meham,Haryana,Meham,Yes,3,6,8,12,
124141,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,2,3,7,9,
124142,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,2,3,7,9,
124146,Rewari,Haryana,Rewari,Yes,3,6,8,12,
124201,Jhajjar,Haryana,Jhajjar,Yes,3,4,8,10,
124202,Jhajjar,Haryana,Jhajjar,Yes,4,5,9,11,
124303,Rohtak,Haryana,Rohtak,Yes,3,4,8,10,
124401,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
124404,Bahadurgarh,Haryana,Bahadurgarh,Yes,3,6,8,12,
124406,Rohtak,Haryana,Rohtak,Yes,4,7,9,13,
124411,Rohtak,Haryana,Rohtak,Yes,3,4,8,10,
124412,Rohtak,Haryana,Rohtak,Yes,3,4,8,10,
124501,Bahadurgarh,Haryana,Bahadurgarh,Yes,4,7,9,13,
124504,Jhajjar,Haryana,Jhajjar,Yes,3,6,8,12,
124505,Bahadurgarh,Haryana,Bahadurgarh,Yes,3,4,8,10,
124506,Bahadurgarh,Haryana,Bahadurgarh,Yes,2,3,7,9,
124507,Bahadurgarh,Haryana,Bahadurgarh,Yes,4,7,9,13,
124508,Bahadurgarh,Haryana,Bahadurgarh,Yes,3,6,8,12,
124513,Meham,Haryana,Meham,Yes,3,6,8,12,
124514,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
125001,Hisar,Haryana,Hisar,Yes,4,7,9,13,
125002,Hisar,Haryana,Hisar,Yes,3,5,8,11,
125003,Hisar,Haryana,Hisar,Yes,4,5,9,11,
125004,Hisar,Haryana,Hisar,Yes,3,4,8,10,
125006,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125007,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125011,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125005,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125033,Hansi,Haryana,Hansi,Yes,4,7,9,13,
125037,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125038,Jind,Haryana,Jind,Yes,4,6,9,12,
125039,Jind,Haryana,Jind,Yes,4,7,9,13,
125021,Bhiwani,Haryana,Bhiwani,Yes,3,6,8,12,
125042,Meham,Haryana,Meham,Yes,3,4,8,10,
125044,Hisar,Haryana,Hisar,Yes,3,6,8,12,
125047,Agroha,Haryana,Agroha,Yes,4,5,9,11,
125048,Fatehabad,Haryana,Fatehabad,Yes,5,7,10,13,
125049,Hansi,Haryana,Hansi,Yes,4,5,9,11,
125050,Fatehabad,Haryana,Fatehabad,Yes,4,5,9,11,
125051,Fatehabad,Haryana,Fatehabad,Yes,4,7,9,13,
125052,Agroha,Haryana,Agroha,Yes,4,7,9,13,
125053,Fatehabad,Haryana,Fatehabad,Yes,4,7,9,13,
125054,Sirsa,Haryana,Sirsa,Yes,4,7,9,13,
125055,Sirsa,Haryana,Sirsa,Yes,3,6,8,12,
125056,Sirsa,Haryana,Sirsa,Yes,4,7,9,13,
125058,Fatehabad,Haryana,Fatehabad,Yes,4,5,9,11,
125060,Sirsa,Haryana,Sirsa,Yes,4,7,9,13,
125075,Ellenabad,Haryana,Ellenabad,Yes,4,6,9,12,
125076,Sirsa,Haryana,Sirsa,Yes,3,6,8,12,
125077,Odhan,Haryana,Odhan,Yes,4,7,9,13,
125078,Odhan,Haryana,Odhan,Yes,5,7,10,13,
125101,Sangaria,Haryana,Sangaria,Yes,3,4,8,10,
125102,Ellenabad,Haryana,Ellenabad,Yes,5,7,10,13,
125103,Odhan,Haryana,Odhan,Yes,4,6,9,12,
125104,Mandi Dabwali,Haryana,Mandi Dabwali,Yes,4,5,9,11,
125106,Ratia,Haryana,Ratia,Yes,6,7,11,13,
125110,Sirsa,Haryana,Sirsa,Yes,3,6,8,12,
125111,Fatehabad,Haryana,Fatehabad,Yes,4,7,9,13,
125112,Fatehabad,Haryana,Fatehabad,Yes,3,4,8,10,
125113,Barwala,Haryana,Barwala,Yes,4,5,9,11,
125120,Fatehabad,Haryana,Fatehabad,Yes,3,6,8,12,
125121,Barwala,Haryana,Barwala,Yes,4,5,9,11,
125133,Ratia,Haryana,Ratia,Yes,3,4,8,10,
125201,Odhan,Haryana,Odhan,Yes,4,7,9,13,
126101,Julana,Haryana,Julana,Yes,4,7,9,13,
126102,Jind,Haryana,Jind,Yes,5,7,10,13,
126110,Jind,Haryana,Jind,Yes,4,6,9,12,
126111,Assandh,Haryana,Assandh,Yes,5,7,10,13,
126112,Safidon,Haryana,Safidon,Yes,4,6,9,12,
126113,Jind,Haryana,Jind,Yes,4,5,9,11,
126114,Jind,Haryana,Jind,Yes,5,7,10,13,
126115,Jind,Haryana,Jind,Yes,4,7,9,13,
126116,Narwana,Haryana,Narwana,Yes,4,5,9,11,
126125,Jind,Haryana,Jind,Yes,7,7,12,13,
126152,Barwala,Haryana,Barwala,Yes,3,4,8,10,
127021,Bhiwani,Haryana,Bhiwani,Yes,3,6,8,12,
127022,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,7,9,13,
127026,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,4,8,10,
127027,Bhiwani,Haryana,Bhiwani,Yes,3,4,8,10,
127028,Loharu,Haryana,Loharu,Yes,3,4,8,10,
127029,Loharu,Haryana,Loharu,Yes,3,4,8,10,
127025,Bhiwani,Haryana,Bhiwani,Yes,3,6,8,12,
127030,Loharu,Haryana,Loharu,Yes,4,5,9,11,
127031,Bhiwani,Haryana,Bhiwani,Yes,3,4,8,10,
127032,Bhiwani,Haryana,Bhiwani,Yes,3,4,8,10,
127035,Hansi,Haryana,Hansi,Yes,4,5,9,11,
127040,Siwani,Haryana,Siwani,Yes,4,7,9,13,
127041,Rohtak,Haryana,Rohtak,Yes,3,6,8,12,
127042,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,4,8,10,
127043,Siwani,Haryana,Siwani,Yes,4,7,9,13,
127045,Hisar,Haryana,Hisar,Yes,4,5,9,11,
127046,Siwani,Haryana,Siwani,Yes,4,5,9,11,
127111,Bhiwani,Haryana,Bhiwani,Yes,3,4,8,10,
127114,Bhiwani,Haryana,Bhiwani,Yes,4,5,9,11,
127201,Loharu,Haryana,Loharu,Yes,4,5,9,11,
127306,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,6,8,12,
127307,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,4,8,10,
127308,Loharu,Haryana,Loharu,Yes,4,5,9,11,
127309,Bhiwani,Haryana,Bhiwani,Yes,5,6,10,12,
127310,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,6,8,12,
127311,Bhiwani,Haryana,Bhiwani,Yes,2,4,7,10,
127312,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,6,8,12,
131001,Sonipat,Haryana,Sonipat,Yes,3,6,8,12,
131021,Sonipat,Haryana,Sonipat,Yes,3,6,8,12,
131022,Sonipat,Haryana,Sonipat,Yes,4,5,9,11,
131023,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
131024,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
131027,Sonipat,Haryana,Sonipat,Yes,4,5,9,11,
131028,Sonipat,Haryana,Sonipat,Yes,4,5,9,11,
131029,Sonipat,Haryana,Sonipat,Yes,4,5,9,11,
131030,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
131039,Sonipat,Haryana,Sonipat,Yes,3,6,8,12,
131101,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
131102,Panipat,Haryana,Panipat,Yes,3,4,8,10,
131103,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
131301,Gohana,Haryana,Gohana,Yes,4,7,9,13,
131302,Gohana,Haryana,Gohana,Yes,2,4,7,10,
131304,Gohana,Haryana,Gohana,Yes,3,6,8,12,
131305,Gohana,Haryana,Gohana,Yes,4,7,9,13,
131306,Gohana,Haryana,Gohana,Yes,3,6,8,12,
131402,Sonipat,Haryana,Sonipat,Yes,4,5,9,11,
131403,Sonipat,Haryana,Sonipat,Yes,4,6,9,12,
131408,Sonipat,Haryana,Sonipat,Yes,3,6,8,12,
131409,Sonipat,Haryana,Sonipat,Yes,3,4,8,10,
132001,Karnal,Haryana,Karnal,Yes,3,6,8,12,
132022,Karnal,Haryana,Karnal,Yes,4,7,9,13,
132023,Karnal,Haryana,Karnal,Yes,3,6,8,12,
132024,Karnal,Haryana,Karnal,Yes,4,7,9,13,
132026,Kaithal,Haryana,Kaithal,Yes,4,7,9,13,
132036,Karnal,Haryana,Karnal,Yes,4,5,9,11,
132037,Karnal,Haryana,Karnal,Yes,4,7,9,13,
132039,Assandh,Haryana,Assandh,Yes,4,6,9,12,
132040,Karnal,Haryana,Karnal,Yes,2,5,7,11,
132041,Karnal,Haryana,Karnal,Yes,5,7,10,13,
132046,Assandh,Haryana,Assandh,Yes,3,6,8,12,
132054,Karnal,Haryana,Karnal,Yes,4,5,9,11,
132101,Panipat,Haryana,Panipat,Yes,4,7,9,13,
132102,Panipat,Haryana,Panipat,Yes,4,7,9,13,
132103,Panipat,Haryana,Panipat,Yes,2,4,7,10,
132104,Panipat,Haryana,Panipat,Yes,3,6,8,12,
132105,Panipat,Haryana,Panipat,Yes,3,6,8,12,
132106,Panipat,Haryana,Panipat,Yes,3,6,8,12,
132108,Panipat,Haryana,Panipat,Yes,3,4,8,10,
