pincode,city_in,state,city_api,serviceable,fast_min,fast_max,std_min,std_max,error
110001,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110002,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110003,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110004,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110005,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110006,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110007,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110008,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110009,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110010,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110011,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110012,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110013,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110014,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110015,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110016,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110017,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110018,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110019,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110020,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110021,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110022,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110023,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110024,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110025,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110026,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110027,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110028,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110029,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110030,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110031,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110032,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110033,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110034,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110035,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110036,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110037,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110038,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110040,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110041,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110042,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110043,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110044,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110045,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110039,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110046,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110047,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110048,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110049,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110050,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110051,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110052,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110053,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110054,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110055,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110056,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110057,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110058,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110059,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110060,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110061,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110062,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110063,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110064,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110065,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110066,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110067,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110068,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110069,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110070,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110071,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110072,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110073,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110074,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110075,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110076,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110077,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110078,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110079,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110080,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110081,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110082,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110083,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110084,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110085,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110086,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110087,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110089,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110090,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110091,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110092,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110093,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110088,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110094,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110095,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110096,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110097,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110098,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110099,Delhi,Delhi (UT),Delhi,Yes,4,7,9,12,
110100,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110101,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110102,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110103,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110104,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110105,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110106,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110107,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110108,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110109,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110110,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110112,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110113,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110114,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110116,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110115,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110117,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110118,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110119,Delhi,Delhi (UT),Delhi,Yes,3,6,8,11,
110120,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110121,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110124,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110125,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110301,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110401,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110403,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110501,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110502,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110503,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110504,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110505,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110506,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110507,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110508,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110509,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110510,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110512,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110601,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110602,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110603,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110604,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110605,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110606,Delhi,Delhi (UT),Delhi,Yes,4,6,9,11,
110607,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110608,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
110609,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
111112,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
111120,Delhi,Delhi (UT),Delhi,Yes,3,5,8,10,
121000,Faridabad,Haryana,Faridabad,Yes,3,5,8,10,
121001,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121002,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121003,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121004,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121005,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121006,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121007,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121008,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121009,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121010,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121012,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121013,Faridabad,Haryana,Faridabad,Yes,4,7,9,12,
121014,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121015,Faridabad,Haryana,Faridabad,Yes,5,6,10,11,
121101,Faridabad,Haryana,Faridabad,Yes,4,6,9,11,
121105,Palwal,Haryana,Palwal,Yes,5,8,10,13,
121106,Hodal,Haryana,Hodal,Yes,4,8,9,13,
121107,Hodal,Haryana,Hodal,Yes,4,8,9,13,
122000,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122001,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122002,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
121102,Palwal,Haryana,Palwal,Yes,5,8,10,13,
122004,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122003,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122005,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122006,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122007,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122008,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122009,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122010,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122011,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122012,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122013,Gurgaon,Haryana,Gurgaon,Yes,5,7,10,12,
122014,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122015,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122016,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122017,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122018,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122019,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122021,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122022,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122050,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122051,Gurgaon,Haryana,Gurgaon,Yes,4,7,9,12,
122052,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122055,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122098,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122100,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122101,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122102,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122104,Nuh,Haryana,Nuh,Yes,4,8,9,13,
122105,Nuh,Haryana,Nuh,Yes,3,6,8,11,
122107,Nuh,Haryana,Nuh,Yes,4,8,9,13,
122108,Nuh,Haryana,Nuh,Yes,3,6,8,11,
122203,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122204,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122103,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122206,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122207,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122208,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122209,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122210,Gurgaon,Haryana,Gurgaon,Yes,4,6,9,11,
122211,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122213,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122214,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122215,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122216,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122217,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122218,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122219,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122220,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122224,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122225,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122227,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122230,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122231,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122232,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122233,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
122413,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122414,Pataudi,Haryana,Pataudi,Yes,3,6,8,11,
122502,Rewari,Haryana,Rewari,Yes,4,8,9,13,
122503,Pataudi,Haryana,Pataudi,Yes,3,6,8,11,
122504,Pataudi,Haryana,Pataudi,Yes,4,6,9,11,
122505,Gurgaon,Haryana,Gurgaon,Yes,3,6,8,11,
122506,Pataudi,Haryana,Pataudi,Yes,3,6,8,11,
122508,Hodal,Haryana,Hodal,Yes,4,8,9,13,
123001,Narnaul,Haryana,Narnaul,Yes,4,8,9,13,
123003,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
123021,Narnaul,Haryana,Narnaul,Yes,5,9,10,14,
123023,Narnaul,Haryana,Narnaul,Yes,4,8,9,13,
123024,Loharu,Haryana,Loharu,Yes,4,6,9,11,
123027,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123028,Narnaul,Haryana,Narnaul,Yes,5,8,10,13,
123029,Rewari,Haryana,Rewari,Yes,5,9,10,14,
123031,Mahendragarh-HR,Haryana,Mahendragarh-HR,Yes,4,8,9,13,
123034,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123035,Pataudi,Haryana,Pataudi,Yes,4,6,9,11,
123101,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123102,Rewari,Haryana,Rewari,Yes,4,8,9,13,
123103,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123106,Dharuhera,Haryana,Dharuhera,Yes,5,8,10,13,
123110,Pataudi,Haryana,Pataudi,Yes,3,5,8,10,
123301,Rewari,Haryana,Rewari,Yes,4,6,9,11,
123302,Rewari,Haryana,Rewari,Yes,4,6,9,11,
123303,Rewari,Haryana,Rewari,Yes,4,6,9,11,
123401,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123411,Rewari,Haryana,Rewari,Yes,5,8,10,13,
123412,Rewari,Haryana,Rewari,Yes,4,8,9,13,
123501,Rewari,Haryana,Rewari,Yes,5,9,10,14,
123505,Gurgaon,Haryana,Gurgaon,Yes,3,5,8,10,
124001,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124010,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124021,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124022,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124101,Jhajjar,Haryana,Jhajjar,Yes,4,7,9,12,
124102,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124103,Jhajjar,Haryana,Jhajjar,Yes,5,9,10,14,
124104,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124105,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124106,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,8,9,13,
124107,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124108,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124109,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124111,Meham,Haryana,Meham,Yes,3,5,8,10,
124112,Meham,Haryana,Meham,Yes,5,8,10,13,
124113,Rohtak,Haryana,Rohtak,Yes,4,6,9,11,
124127,Meham,Haryana,Meham,Yes,4,8,9,13,
124141,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,5,8,10,
124142,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,5,8,10,
124146,Rewari,Haryana,Rewari,Yes,4,8,9,13,
124201,Jhajjar,Haryana,Jhajjar,Yes,5,8,10,13,
124202,Jhajjar,Haryana,Jhajjar,Yes,5,8,10,13,
124303,Rohtak,Haryana,Rohtak,Yes,3,5,8,10,
124401,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124404,Bahadurgarh,Haryana,Bahadurgarh,Yes,4,8,9,13,
124406,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
124411,Rohtak,Haryana,Rohtak,Yes,5,8,10,13,
124412,Rohtak,Haryana,Rohtak,Yes,4,6,9,11,
124501,Bahadurgarh,Haryana,Bahadurgarh,Yes,5,9,10,14,
124504,Jhajjar,Haryana,Jhajjar,Yes,4,8,9,13,
124505,Bahadurgarh,Haryana,Bahadurgarh,Yes,5,8,10,13,
124506,Bahadurgarh,Haryana,Bahadurgarh,Yes,3,5,8,10,
124507,Bahadurgarh,Haryana,Bahadurgarh,Yes,4,8,9,13,
124508,Bahadurgarh,Haryana,Bahadurgarh,Yes,4,8,9,13,
124513,Meham,Haryana,Meham,Yes,4,8,9,13,
124514,Rohtak,Haryana,Rohtak,Yes,4,8,9,13,
125001,Hisar,Haryana,Hisar,Yes,5,9,10,14,
125002,Hisar,Haryana,Hisar,Yes,5,8,10,13,
125003,Hisar,Haryana,Hisar,Yes,5,8,10,13,
125004,Hisar,Haryana,Hisar,Yes,5,8,10,13,
125005,Hisar,Haryana,Hisar,Yes,4,8,9,13,
125006,Hisar,Haryana,Hisar,Yes,4,8,9,13,
125007,Hisar,Haryana,Hisar,Yes,4,8,9,13,
125011,Hisar,Haryana,Hisar,Yes,4,8,9,13,
125021,Bhiwani,Haryana,Bhiwani,Yes,4,8,9,13,
125033,Hansi,Haryana,Hansi,Yes,4,8,9,13,
125037,Hisar,Haryana,Hisar,Yes,5,8,10,13,
125038,Jind,Haryana,Jind,Yes,5,8,10,13,
125039,Jind,Haryana,Jind,Yes,4,8,9,13,
125042,Meham,Haryana,Meham,Yes,5,8,10,13,
125044,Hisar,Haryana,Hisar,Yes,4,8,9,13,
125048,Fatehabad,Haryana,Fatehabad,Yes,5,8,10,13,
125049,Hansi,Haryana,Hansi,Yes,5,8,10,13,
125050,Fatehabad,Haryana,Fatehabad,Yes,5,8,10,13,
125051,Fatehabad,Haryana,Fatehabad,Yes,4,8,9,13,
125047,Agroha,Haryana,Agroha,Yes,5,8,10,13,
125053,Fatehabad,Haryana,Fatehabad,Yes,4,8,9,13,
125054,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125055,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125056,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125058,Fatehabad,Haryana,Fatehabad,Yes,5,8,10,13,
125052,Agroha,Haryana,Agroha,Yes,4,8,9,13,
125060,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125075,Ellenabad,Haryana,Ellenabad,Yes,5,8,10,13,
125076,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125078,Odhan,Haryana,Odhan,Yes,5,8,10,13,
125101,Sangaria,Haryana,Sangaria,Yes,4,6,9,11,
125102,Ellenabad,Haryana,Ellenabad,Yes,5,8,10,13,
125103,Odhan,Haryana,Odhan,Yes,5,8,10,13,
125104,Mandi Dabwali,Haryana,Mandi Dabwali,Yes,4,6,9,11,
125106,Ratia,Haryana,Ratia,Yes,6,8,11,13,
125077,Odhan,Haryana,Odhan,Yes,5,9,10,14,
125110,Sirsa,Haryana,Sirsa,Yes,4,8,9,13,
125111,Fatehabad,Haryana,Fatehabad,Yes,5,9,10,14,
125112,Fatehabad,Haryana,Fatehabad,Yes,4,6,9,11,
125113,Barwala,Haryana,Barwala,Yes,5,8,10,13,
125120,Fatehabad,Haryana,Fatehabad,Yes,4,8,9,13,
125121,Barwala,Haryana,Barwala,Yes,5,8,10,13,
125133,Ratia,Haryana,Ratia,Yes,5,8,10,13,
125201,Odhan,Haryana,Odhan,Yes,5,9,10,14,
126101,Julana,Haryana,Julana,Yes,4,8,9,13,
126102,Jind,Haryana,Jind,Yes,6,9,11,14,
126110,Jind,Haryana,Jind,Yes,5,8,10,13,
126111,Assandh,Haryana,Assandh,Yes,5,8,10,13,
126112,Safidon,Haryana,Safidon,Yes,5,8,10,13,
126113,Jind,Haryana,Jind,Yes,4,6,9,11,
126114,Jind,Haryana,Jind,Yes,5,8,10,13,
126115,Jind,Haryana,Jind,Yes,4,8,9,13,
126116,Narwana,Haryana,Narwana,Yes,5,8,10,13,
126125,Jind,Haryana,Jind,Yes,7,8,12,13,
126152,Barwala,Haryana,Barwala,Yes,4,6,9,11,
127021,Bhiwani,Haryana,Bhiwani,Yes,4,8,9,13,
127022,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,8,9,13,
127025,Bhiwani,Haryana,Bhiwani,Yes,4,8,9,13,
127026,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,5,8,10,13,
127027,Bhiwani,Haryana,Bhiwani,Yes,5,8,10,13,
127028,Loharu,Haryana,Loharu,Yes,4,6,9,11,
127029,Loharu,Haryana,Loharu,Yes,5,8,10,13,
127030,Loharu,Haryana,Loharu,Yes,4,6,9,11,
127031,Bhiwani,Haryana,Bhiwani,Yes,5,8,10,13,
127032,Bhiwani,Haryana,Bhiwani,Yes,5,8,10,13,
127035,Hansi,Haryana,Hansi,Yes,5,8,10,13,
127040,Siwani,Haryana,Siwani,Yes,5,9,10,14,
127041,Rohtak,Haryana,Rohtak,Yes,5,8,10,13,
127042,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,3,5,8,10,
127043,Siwani,Haryana,Siwani,Yes,5,9,10,14,
127045,Hisar,Haryana,Hisar,Yes,5,8,10,13,
127046,Siwani,Haryana,Siwani,Yes,4,6,9,11,
127111,Bhiwani,Haryana,Bhiwani,Yes,5,8,10,13,
127114,Bhiwani,Haryana,Bhiwani,Yes,4,6,9,11,
127201,Loharu,Haryana,Loharu,Yes,4,6,9,11,
127306,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,8,9,13,
127307,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,6,9,11,
127308,Loharu,Haryana,Loharu,Yes,4,6,9,11,
127309,Bhiwani,Haryana,Bhiwani,Yes,6,8,11,13,
127310,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,8,9,13,
127311,Bhiwani,Haryana,Bhiwani,Yes,3,6,8,11,
127312,Charkhi Dadri,Haryana,Charkhi Dadri,Yes,4,8,9,13,
131001,Sonipat,Haryana,Sonipat,Yes,4,8,9,13,
131021,Sonipat,Haryana,Sonipat,Yes,4,8,9,13,
131022,Sonipat,Haryana,Sonipat,Yes,5,8,10,13,
131023,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131024,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131027,Sonipat,Haryana,Sonipat,Yes,5,8,10,13,
131028,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131029,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131030,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131039,Sonipat,Haryana,Sonipat,Yes,4,8,9,13,
131101,Sonipat,Haryana,Sonipat,Yes,5,8,10,13,
131102,Panipat,Haryana,Panipat,Yes,4,6,9,11,
131103,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131301,Gohana,Haryana,Gohana,Yes,4,8,9,13,
131302,Gohana,Haryana,Gohana,Yes,3,6,8,11,
131304,Gohana,Haryana,Gohana,Yes,4,8,9,13,
131305,Gohana,Haryana,Gohana,Yes,5,9,10,14,
131306,Gohana,Haryana,Gohana,Yes,5,8,10,13,
131402,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
131403,Sonipat,Haryana,Sonipat,Yes,5,8,10,13,
131408,Sonipat,Haryana,Sonipat,Yes,3,7,8,12,
131409,Sonipat,Haryana,Sonipat,Yes,4,6,9,11,
132001,Karnal,Haryana,Karnal,Yes,4,8,9,13,
132022,Karnal,Haryana,Karnal,Yes,4,8,9,13,
132023,Karnal,Haryana,Karnal,Yes,4,8,9,13,
132024,Karnal,Haryana,Karnal,Yes,5,9,10,14,
132026,Kaithal,Haryana,Kaithal,Yes,4,7,9,12,
132036,Karnal,Haryana,Karnal,Yes,5,8,10,13,
132037,Karnal,Haryana,Karnal,Yes,4,8,9,13,
132039,Assandh,Haryana,Assandh,Yes,5,8,10,13,
132040,Karnal,Haryana,Karnal,Yes,3,7,8,12,
132041,Karnal,Haryana,Karnal,Yes,6,9,11,14,
132046,Assandh,Haryana,Assandh,Yes,4,8,9,13,
132054,Karnal,Haryana,Karnal,Yes,4,6,9,11,
132101,Panipat,Haryana,Panipat,Yes,5,9,10,14,
132102,Panipat,Haryana,Panipat,Yes,4,8,9,13,
132103,Panipat,Haryana,Panipat,Yes,3,6,8,11,
132104,Panipat,Haryana,Panipat,Yes,4,8,9,13,
132105,Panipat,Haryana,Panipat,Yes,4,8,9,13,
132106,Panipat,Haryana,Panipat,Yes,4,8,9,13,
